Id;Comment;Like;Comment's timestamp;Post's timestamp;#Deaths;#Infected;#Healed;Annot 1;Annot 2;Annot 3;Final annotation
7393;e qysh prizreni asnjo hiq , u kput ni kojshi tu kollit as me flejt spo muj ;0;Wednesday, July 15, 2020 3:03pm GMT;Wednesday, July 15, 2020 4:35pm GMT;4;119;92;2;0;2;2
7394;Prizreni shum mir pi respekton masat;1;Wednesday, July 15, 2020 3:01pm GMT;Wednesday, July 15, 2020 4:35pm GMT;4;119;92;1;0;1;1
7395;e ku ra bre numri per dy dit kto masa , perdit mbi 200 dilshin tash per dy dit ra numri phii ;1;Wednesday, July 15, 2020 2:59pm GMT;Wednesday, July 15, 2020 4:35pm GMT;4;119;92;2;0;2;2
7396;Prishtina bindshem ne krye të tabeles së super liges  ja kaloj edhe Drites me Pikë;2;Wednesday, July 15, 2020 2:57pm GMT;Wednesday, July 15, 2020 4:35pm GMT;4;119;92;1;0;1;1
7397;Pse Ferizaj 2 e Prishtina 63 ??;4;Wednesday, July 15, 2020 2:57pm GMT;Wednesday, July 15, 2020 4:35pm GMT;4;119;92;0;0;0;0
7398;Dje Masat I qit Qyre Ra Numri menihere O tfort jeni A;0;Wednesday, July 15, 2020 2:53pm GMT;Wednesday, July 15, 2020 4:35pm GMT;4;119;92;1;0;1;1
7399;Fidan Shqiprim u qetsu gjendja ;2;Wednesday, July 15, 2020 2:53pm GMT;Wednesday, July 15, 2020 4:35pm GMT;4;119;92;1;0;1;1
7400;Ju as për teste spo keni nevojë, krejt me sy po i kontrolloni.;1;Wednesday, July 15, 2020 2:52pm GMT;Wednesday, July 15, 2020 4:35pm GMT;4;119;92;2;2;0;2
7401;Pi 15 marsit e mbaj masken banoi dhe punoi ne France..andaj mbaje burr masken se sbahet nami,laj durt me ose mbaj gel hidroalkolik ne gjep,ruaje veten dhe te tjeret ;5;Wednesday, July 15, 2020 2:51pm GMT;Wednesday, July 15, 2020 4:35pm GMT;4;119;92;1;0;0;0
7402;Prizreni ❤️❤️❤️❤️❤️;0;Wednesday, July 15, 2020 2:51pm GMT;Wednesday, July 15, 2020 4:35pm GMT;4;119;92;1;0;0;0
7403;Sa mire , ka nise me ra numri InshaAllah po kthehemi ne normalitet! Zoti na ndihmofte;46;Wednesday, July 15, 2020 2:48pm GMT;Wednesday, July 15, 2020 4:35pm GMT;4;119;92;1;1;1;1
7404;a thojshi n15:00 ora 4:30. ;7;Wednesday, July 15, 2020 2:48pm GMT;Wednesday, July 15, 2020 4:35pm GMT;4;119;92;2;2;0;2
7405;Pse bre s'po i qitni n'06h sabah edhe isha qu ma let me shku n'punë.....pfff;0;Wednesday, July 15, 2020 2:48pm GMT;Wednesday, July 15, 2020 4:35pm GMT;4;119;92;2;0;2;2
7406;Publikoni emrat eshte ma mire se nese e din qe dikush e ka virusin ban kujdes ma te madh se keshtu .kurgjo nuk eshte se nje infektun mundet me dal ne qytet apo kafiteri edhe infekton shume te tjere;1;Wednesday, July 15, 2020 2:46pm GMT;Wednesday, July 15, 2020 4:35pm GMT;4;119;92;1;0;0;0
7407;Ne ora 15:00 keni thane jo ne 16:30 ;0;Wednesday, July 15, 2020 2:44pm GMT;Wednesday, July 15, 2020 4:35pm GMT;4;119;92;2;2;0;2
7408;A po i llogaritni edhe ata qe kane simptoma e spo ju boni teste?;0;Wednesday, July 15, 2020 2:44pm GMT;Wednesday, July 15, 2020 4:35pm GMT;4;119;92;0;0;0;0
7409;Fort po luni qetash;0;Wednesday, July 15, 2020 2:44pm GMT;Wednesday, July 15, 2020 4:35pm GMT;4;119;92;2;2;2;2
7410;G. P. lipjani ne europalig;0;Wednesday, July 15, 2020 2:43pm GMT;Wednesday, July 15, 2020 4:35pm GMT;4;119;92;0;0;0;0
7411;Pse Prishtina 63 e prizreni mos me pas ;1;Wednesday, July 15, 2020 2:42pm GMT;Wednesday, July 15, 2020 4:35pm GMT;4;119;92;0;0;0;0
7412;Hashim Thaqi esht shtet i pavarur dhe demokratik;0;Wednesday, July 15, 2020 2:41pm GMT;Wednesday, July 15, 2020 4:35pm GMT;4;119;92;1;0;0;0
7413;Deri sot 1 jave dmth 0 raste A qishtu e lujt lojen kishe na tmequm po dim sherri i maskav a  tfort jeni nkit sport veq next ;11;Wednesday, July 15, 2020 2:41pm GMT;Wednesday, July 15, 2020 4:35pm GMT;4;119;92;2;2;2;2
7414;phu therra phu kaqa kurr syt mos ju pafsha;1;Wednesday, July 15, 2020 2:41pm GMT;Wednesday, July 15, 2020 4:35pm GMT;4;119;92;2;0;2;2
7415;Me oren e cilit shtet jeni se ktu te na nKosove so ora 15:00 po 16:40;3;Wednesday, July 15, 2020 2:41pm GMT;Wednesday, July 15, 2020 4:35pm GMT;4;119;92;2;2;0;2
7416;Ne akoma besojm qe me shkri plum te heket msyshi ndersa spitalet plot ne thojm ska coronavirus, leni mjekët ne punen e vet e ne te ruhemi sa te kemi mundesi,;10;Wednesday, July 15, 2020 2:40pm GMT;Wednesday, July 15, 2020 4:35pm GMT;4;119;92;0;0;2;0
7417;Shtrengoni ende masat edhe bjen 0;0;Wednesday, July 15, 2020 2:40pm GMT;Wednesday, July 15, 2020 4:35pm GMT;4;119;92;1;0;0;0
7418;Neser kan me dal vetem 5 raste,se normal pa teste ku me dale me rendesi mi mbyll qerdhet ;11;Wednesday, July 15, 2020 2:39pm GMT;Wednesday, July 15, 2020 4:35pm GMT;4;119;92;2;0;0;0
7419;Normal, shkon njerin te mjeku me u kontrollue duke I marre parasyesh simptomat ndersa mjeku thote shko ne shpi merri keto ilaqe. Ska teste. Ndersa keta dalin thone qe jan tu ba teste. Ska besim ma ne kete qka po ndodhe, edhe shifrat jane te dyshimta. Per nje dite me ra numri me 50%ma pak. Ncuk;2;Wednesday, July 15, 2020 2:39pm GMT;Wednesday, July 15, 2020 4:35pm GMT;4;119;92;2;0;2;2
7420;Brenda nje jave asnje rast skoka ma me virus qysh ja keni nise me reduktu, per 60% me pak brenda nje dite me maska.  far rrene.;2;Wednesday, July 15, 2020 2:39pm GMT;Wednesday, July 15, 2020 4:35pm GMT;4;119;92;2;2;2;2
7421;Pse ka Mitrovica Verit nuk po jepni Rezultate hiq !?;0;Wednesday, July 15, 2020 2:39pm GMT;Wednesday, July 15, 2020 4:35pm GMT;4;119;92;0;0;0;0
7422;R. R. i skat je a ;1;Wednesday, July 15, 2020 2:39pm GMT;Wednesday, July 15, 2020 4:35pm GMT;4;119;92;0;0;0;0
7423;Pershendetje dr. Me daten 9.7.2020 mu kan marr mostren si i dyshuar me Covid 19. Ne IKSHP ne Gjilan. Nga ajo dite edhe pse kam ba disa telefonata kurr nuk munda te mesoj a jam + apo -. Me vjen keq qe ju shkruaj juve, por kam mbet peng i levizjes dhe punes. Q. I. Fsh Smire komuna Viti;96;Wednesday, July 15, 2020 2:38pm GMT;Wednesday, July 15, 2020 4:35pm GMT;4;119;92;0;0;0;0
7424;Kokit ka tu na marr nqaf naten ju ;1;Wednesday, July 15, 2020 2:38pm GMT;Wednesday, July 15, 2020 4:35pm GMT;4;119;92;2;0;2;2
7425;P.  M. zajft a;1;Wednesday, July 15, 2020 2:37pm GMT;Wednesday, July 15, 2020 4:35pm GMT;4;119;92;0;0;0;0
7426;Mos shkoni tu i rrit tash veq tu ra shkoni;1;Wednesday, July 15, 2020 2:37pm GMT;Wednesday, July 15, 2020 4:35pm GMT;4;119;92;0;0;0;0
7427;Ndreqne oren se keni than 15:00 e u ba 16:37;0;Wednesday, July 15, 2020 2:37pm GMT;Wednesday, July 15, 2020 4:35pm GMT;4;119;92;2;2;0;2
7428;Stergjyshi jem e kish pas vet katragjyshin tem : Bab kur do mu bo mir me neve ?;15;Wednesday, July 15, 2020 2:37pm GMT;Wednesday, July 15, 2020 4:35pm GMT;4;119;92;0;0;0;0
7429;Kure poe lshoni JACKPOT-in ne Kolovic;4;Wednesday, July 15, 2020 2:37pm GMT;Wednesday, July 15, 2020 4:35pm GMT;4;119;92;2;0;0;0
7430;normal bien rastet se Armend Zemaj tash nsy po i kqyr pa test.;10;Wednesday, July 15, 2020 2:37pm GMT;Wednesday, July 15, 2020 4:35pm GMT;4;119;92;0;0;0;0
7431;Perpjetza e ka nje teposhtëz;0;Wednesday, July 15, 2020 2:36pm GMT;Wednesday, July 15, 2020 4:35pm GMT;4;119;92;0;0;1;0
7432;Zemaj spo ju len ma me fol a;0;Thursday, July 16, 2020 11:20pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;0;0;2;0
7433;V. M. kua novoberda;1;Thursday, July 16, 2020 10:36pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;0;0;0;0
7434;Qysh bre Para 4 orve ken 97  ku u rritem per 2 or kaq shum ????;0;Thursday, July 16, 2020 7:34pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;0;0;2;0
7435;Nuk e di ku po bazohni n kto  shifra o vlla njerzt me t gjitha simptomat po rrin n shpi tu perdor vitamina n pamundsi per mebo testin e ju mfolin per shifra t zyrtarve neper drejtori a politikan. Se na qytetart e thjesht so reni me bo test;0;Thursday, July 16, 2020 6:49pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;2;2;2;2
7436;Ska shanca me u zvoglu numri i rasteve vetem nese sjeni tuj ba teste kjo deshmon edhe me shume se diqka nuk eshte ne rregull ose me intervenca testet me i ba ose po i konvenon politikes mos me i publiku krejt rastestet ;0;Thursday, July 16, 2020 5:20pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;2;2;2;2
7437;Sjom i knaqt me rezultatet ;1;Thursday, July 16, 2020 4:51pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;2;2;2;2
7438;O na shqiptart sdina me ra ne minus viq ne plus shkojna na te meqem jena ;0;Thursday, July 16, 2020 4:48pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;0;0;0;0
7439;Shume e bre e paskit komliku kete design (chart),;0;Thursday, July 16, 2020 4:40pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;2;2;2;2
7440;Na keni lodh me kto Rrena veq Budall me kon krejt at her Besoj se egziston nje Virus Vdekjeprurs,Qysh ka mundsi Nje familje 10 Antar Negativ 1 Pozitiv.Nuk e Hajm Sapunin per Djath;1;Thursday, July 16, 2020 4:04pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;2;2;2;2
7441;Rekord i ri ;0;Thursday, July 16, 2020 3:41pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;1;0;1;1
7442;A ka mundesi qe per komuna te ipen edhe numri testeve te bera e jo vetem numri i testeve qe kane rezultuar pozitiv? Informimi i mire dhe me kohe eshte nje nga masat e parandalimit!;0;Thursday, July 16, 2020 3:28pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;0;0;0;0
7443;Ku ka munsi qitahi per 2 dit qe jan ti perdor maskat  raste ma pak  ju ekeni qellimin mijav shperla trunin si gjithmon popllit ajeni te dit aspodon me tregu se gjysma e popllit ekeni te infektun ska ligj as drejtesi se ktu duhet shum ministri e deputeti me hi ne Burg ;0;Thursday, July 16, 2020 2:52pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;2;2;2;2
7444;S'pi respektojne rregullat, hop qe sot shkoj numri...‍♀️‍♀️‍♀️ ...;0;Thursday, July 16, 2020 2:51pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;2;0;2;2
7445;Shkijet ne mitrovic spi Kap virusi pse;0;Thursday, July 16, 2020 2:41pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;0;0;0;0
7446;Krejt Avdullah Hoti i ka fajet qe po shtohen rastet, me kon Albini veq ka 2 raste n'dite ishin kon e jo pemri 100RezbeGde;0;Thursday, July 16, 2020 2:35pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;2;0;2;2
7447;Prej qe keni nis mi qit rezultatet ne ora 15:00 keni nis mu kfjell;0;Thursday, July 16, 2020 2:22pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;1;0;1;1
7448;ku mundemi me gjet harten me ni kualitet ma te larte? ;1;Thursday, July 16, 2020 2:17pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;0;0;0;0
7449;Bravo minister si e bone or policore e ule numrin shum talent je;2;Thursday, July 16, 2020 2:16pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;1;0;1;1
7450;Po nxen dilli po nxen hena...;1;Thursday, July 16, 2020 2:15pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;0;0;0;0
7451;E pse sot ma heret  e keni qit ;0;Thursday, July 16, 2020 2:11pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;0;0;0;0
7452;Jaa dukshem u ul numri i të infektuareve, duksheem....;0;Thursday, July 16, 2020 1:55pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;1;1;1;1
7453;Prej qe ja niset mi qit rezultatet diten po dalin ma pak , se mdoket ministri ish kan tu i numru ne baze te syve nje njeri dy raste (efekti i nates );1;Thursday, July 16, 2020 1:55pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;2;0;2;2
7454;Mitrovica e veriut  cdo dite vetem ka nje rast  ,shume ineteresant qiky far muhabeti.;1;Thursday, July 16, 2020 1:51pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;0;0;0;0
7455;Pse po genjeni ne viti 4 rase kryetari i vitis Sokol haliti tha ne viti dita e tret pa as nje te infektuar nje sukses per vitin;3;Thursday, July 16, 2020 1:49pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;2;2;2;2
7456;A keni  mujtë me i gjetë mostrat e humbura të pacientëve  të Prizrenit të datës 10 e 11 korrik ???;1;Thursday, July 16, 2020 1:47pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;0;0;0;0
7457;Jena shume te zhgenjyer me selektimin e qyteteve nga ana e institutuit (apo ?) se jeni cetralizuar vetem ne Prishtin duke ber me shume teste ( 200) e ndersa ne Prizren ende nuk jane ardhe rezultatet e dates 10.07.20 TURP per keto neglizhime.....;6;Thursday, July 16, 2020 1:46pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;2;2;2;2
7458;Tash thojne maskat e zbriten numrin (per dy dite) Mjere populli gjithmone ne rrena, rrej qeveria, rrej shendetsia, rrej arsimi, rrej se je shtet..;3;Thursday, July 16, 2020 1:40pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;2;2;2;2
7459;Edhe gripin e zakonshëm me kqyrë qeshtu, duhet me e thirrë pandemi krejt! Tash ish kanë mirë me tregu statistika se sa janë infektu prej Covid-19 e sa prej gripit të zakonshëm!?  Mandej edhe statistikat se qysh kanë rrjedhë vdekjet, dhe në fund me ba krahasime me vitet e kaluara për natalitetin/mortalitetin!Se qeshtu qysh po tregoni ju, shumë e dyshimt kjo Plandemia!;6;Thursday, July 16, 2020 1:40pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;2;0;2;2
7460;Bravo Lab;0;Thursday, July 16, 2020 1:39pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;1;0;1;1
7461;Prap po mendoni se osht rren virusi aman hajdeni infektiv e kqyrni ose ver ne rengen shkoni kqyrni si po i bon mushkrit more njerz mos u ndikoni e perdorne logjiken;0;Thursday, July 16, 2020 1:36pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;0;0;2;0
7462;Jo kjo pamje i ngjan micro borlloggjis;0;Thursday, July 16, 2020 1:36pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;2;0;2;2
7463;Pse Prishtina 47 e Hani Elezit asnja? ;1;Thursday, July 16, 2020 1:33pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;0;0;0;0
7464;Paskan nis se rregull apratin e testeve!;0;Thursday, July 16, 2020 1:32pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;0;0;0;0
7465;Enis po dalin fjalt e tua, po pakohen numrat;1;Thursday, July 16, 2020 1:32pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;1;0;1;1
7466;"Ka pas ""efekt pozitiv"" mbyllja e qerdheve ‍♂️";0;Thursday, July 16, 2020 1:31pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;1;1;2;1
7467;A mundeni me i postu rezultatet apet me mbramje se diten spo kem edhe koh me i kqyr edhe me i komentu se deri me mbramje po harrojm sa raste jan kan;7;Thursday, July 16, 2020 1:31pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;0;0;0;0
7468;Bjen tash se  maskat jan ba oblikative , niher  400 teste 216 pozitiv tash mas 3 diteve 486  132 , pozitiv a thua per 3 dit kan efekt maskat , tash dalin thojn mengjimi asht tu ba  mir , edhe nej dit  kena mi hager maskat , me ket qeveri , no coment ;4;Thursday, July 16, 2020 1:29pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;2;0;2;2
7469;Mos i gënjeni qytetarët veq me i mbush numrat deri në 5000 të infektuar tani me i marr milionat si Shtet.Në list të infektuarve po futet qdo person me probleme në mushkri edhe po del pozitiv, pa pas virus.Të infektuarit qëndrojnë në shtepitë e tyre vetëm ata që kanë nevojë për Oksigjenoterapi dërgohen për në Qendrën Infektive edhe ata shumica po vdesin nga shkaqe të panjohura shumica pleqë.Virusi egziston por të infektuar ka më pak sa është me numër në letra,që i dergohen OBSH-së (Organizata Botërore e Shëndetësisë) që fatkeqësisht jemi loj e tyre.;14;Thursday, July 16, 2020 1:27pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;2;2;2;2
7470;Kshyrni diqysh edhe pak zhdrypne be mos pe hek zvicra karantinimin;0;Thursday, July 16, 2020 1:26pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;0;0;0;0
7471;Mas miri hiq mos me tregu kshtu ashtu kush fie spi bjen mu hek se ka njet as në dimer as ne ver, kshtu qe jeta let vazhdon edhe nese vdesim 100mi kush jet le te jet kjo qe po ndodh ma let kishem kry ni luft me arm.;1;Thursday, July 16, 2020 1:26pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;2;0;2;2
7472;Zbritje e madhe ;0;Thursday, July 16, 2020 1:25pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;1;1;1;1
7473;Dizajn shim i mir i hartes me zona kadastrale ;0;Thursday, July 16, 2020 1:24pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;1;1;1;1
7474;Mu ka bo njejt mo gjith Kur Po hy 100/200 Se kqyri mo faqen ja ndrrone Pak ja Se kqyri hiq mo ;0;Thursday, July 16, 2020 1:24pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;2;2;0;2
7475;E pasni ba ket hart me mikroskop me pa‍♀️;1;Thursday, July 16, 2020 1:24pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;2;2;2;2
7476;Rren o kjo pi manipoloni testet!;0;Thursday, July 16, 2020 1:24pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;2;2;2;2
7477;Sa tham maskat po na pshtojn ;0;Thursday, July 16, 2020 1:21pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;1;0;0;0
7478;po teste me leter   pse njerz ka qe kan mbetkssidomos maq veriore nuk i len futen a ati jetojn ;0;Thursday, July 16, 2020 1:20pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;0;0;0;0
7479;Ape sheh veq pak koncentrim na vyn 300mujm me shku hajde ma gjall ja pe lojm krejt ;0;Thursday, July 16, 2020 1:20pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;1;0;0;0
7480;Ma shum ka po sjeni tuj ju bo testet edhe e keni ul vet numrin mos mu bo e madhe garant me urdher te ministrit i fshehni rastet;1;Thursday, July 16, 2020 1:19pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;2;2;2;2
7481;spo dhezni nqet kohe hiq, lene ora 12 po na doket si me qen viti ri ;0;Thursday, July 16, 2020 1:19pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;2;2;2;2
7482;Ngjehni ma pak dalin ma pak ;0;Thursday, July 16, 2020 1:19pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;2;0;0;0
7483;Qfar haret e gerrditshme ;0;Thursday, July 16, 2020 1:18pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;2;2;2;2
7484;kemi dhuruar 100.000 penicilina falas per shtetin kosovar,kjo tregon qe jemi nje klub human.VAZHDOJNA QISHTU PA NAL KURR HIQ DERI SA TE SUNDOJNA EUROPEN #KAPRROLLAT;6;Thursday, July 16, 2020 1:17pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;0;0;1;0
7485;Edon harta me vendbanime;1;Thursday, July 16, 2020 1:17pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;0;0;0;0
7486;Qytetar te nderuar Neser shkoni te bani testime vetem ata qe jane shendosh e mirë dhe na dalin zero pozitiv - domethene asnje ;5;Thursday, July 16, 2020 1:16pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;0;0;0;0
7487;100 % e gjithë ky virus eshte nje fenomen  gënjeshtër-globale... sa më largë nga tv dhe muhabetet rreth këtij fenomeni do jeni aq më mirë me shëndet dhe me njerëzit që i doni... Zoti është i madhë dhe Ai na ndihmon ta kalojmë konspiracion;10;Thursday, July 16, 2020 1:16pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;2;2;2;2
7488;Ku po I merrni testet?;2;Thursday, July 16, 2020 1:15pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;0;0;0;0
7489;Mir ish kon me i dit edhe katunet se qe 5 muuuj as met shpijes sjam tu nejt spo di njeri prej kujna mu rujt !;6;Thursday, July 16, 2020 1:14pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;0;0;0;0
7490;Qekjo qe po shkojm drejt nje normaliteti mtranoj hahahaha;2;Thursday, July 16, 2020 1:13pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;0;0;2;0
7491;A. M. go go go;1;Thursday, July 16, 2020 1:13pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;0;0;1;0
7492;Tash qdo dit qeshtut mashum se 150 nuk shkojn;0;Thursday, July 16, 2020 1:13pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;1;0;0;0
7493;Me cfar teste i bot ? kur njerzit me simtoma po i ktheni ne shpi skemi teste ;5;Thursday, July 16, 2020 1:13pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;2;0;2;2
7494;Mundsisht kualiteti i fotos te jete me i larte se nuk po kuptohet asgje ose vendoseni nje harte online ne kosova/health;22;Thursday, July 16, 2020 1:09pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;0;0;2;0
7495;DREJTSI PER THAQIN;72;Thursday, July 16, 2020 1:08pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;1;0;0;0
7496;Tmerrë ;1;Thursday, July 16, 2020 1:08pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;2;2;2;2
7497;Apo ma shitni qit faqe qeshtu qysh osht me qito llajka a?;1;Thursday, July 16, 2020 1:08pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;0;0;0;0
7498;Si te mrrim 6000 te infektum pe nalum se jena lodh ;2;Thursday, July 16, 2020 1:08pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;2;0;0;0
7499;Nau ka bon kjo faqe si livescor gjdo 5mn tuj kqyr aka naj ndryshim ;25;Thursday, July 16, 2020 1:08pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;0;0;0;0
7500;Garant Armend Zemaj so tu ba ma analiza me  qata ja kan nis me ra rastet;3;Thursday, July 16, 2020 1:08pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;0;0;0;0
7501;Sdi qka pe shkruni qit tekstin posht se kurr kerkush se lexon mos i hargjo shkronjat admin klm suksese neser;218;Thursday, July 16, 2020 1:08pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;2;0;2;2
7502;As maskat spo bajn pun Medoket ;1;Thursday, July 16, 2020 1:08pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;2;0;2;2
7503;Ka nis me pa virusi se ska gjo ktu fukarallak;4;Thursday, July 16, 2020 1:07pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;2;0;2;2
7504;Ma heret i paska kshyr nsy armendi qe dilshin ka 200 raste spaska  bo teste ;0;Thursday, July 16, 2020 1:07pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;2;0;0;0
7505;Ulni pak numrat se shtetet tjera po na mshelin kufijt;2;Thursday, July 16, 2020 1:07pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;0;0;2;0
7506;Kete harten veq me llup me kshyr.;13;Thursday, July 16, 2020 1:07pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;2;2;2;2
7507;Te ciles date jane se spo dim na qe i kem ba testet sen;1;Thursday, July 16, 2020 1:07pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;0;0;0;0
7508;Ndrroni more orarin ma shpesh kallxoni rezultatet  7 mengjes dalin veq ka 60-70 pozitiv ;0;Thursday, July 16, 2020 1:07pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;0;0;0;0
7509;A e rritet numrin pak a ;0;Thursday, July 16, 2020 1:06pm GMT;Tuesday, July 16, 2020 3:05pm GMT;4;132;83;2;0;0;0
7510;o shtrengoni masat o budall se murrt popullin qaf;0;Wednesday, July 22, 2020 4:51am GMT;Friday, July 17, 2020 3:16pm GMT;6;103;95;2;2;2;2
7511;Kishe si kan marr do masa u ra numri i te infektuve na myt tu na rrejt kqure nesra kur trritet numri i rasteve e dalin thojn tani u rrit numri per shkak tubimit per hashim thaqin marre;0;Saturday, July 18, 2020 9:36pm GMT;Friday, July 17, 2020 3:16pm GMT;6;103;95;2;2;2;2
7512;Hajde be ma gjall he ja rrassha;1;Saturday, July 18, 2020 7:58am GMT;Friday, July 17, 2020 3:16pm GMT;6;103;95;2;0;2;2
7513;marre jukoft sei mur popllin ne qaf tuj rrejt etuj ba prepaganda turp jukoft sena lat pa kurgja ket vit tuj rrejt thj vdek njerz prej smunev te ndryshme ju rrasnja virusin marre jukoft uba zor edhe me vdek nga rryma virusi thuni edhe ne aksident virusi marre;0;Saturday, July 18, 2020 7:41am GMT;Friday, July 17, 2020 3:16pm GMT;6;103;95;2;2;2;2
7514;Nuk osht fort me ju besuuu kto shifra nuk jon reale numri osht shum shummmm ma i madh ! Ska fshat as nuk ka lagje e qytet tashme qe nuk ka te infektuar , ;1;Saturday, July 18, 2020 6:12am GMT;Friday, July 17, 2020 3:16pm GMT;6;103;95;2;2;2;2
7515;Qka esht nje sen interresant. Krejt ata qe kan pas Smundje shoqeruese vdiqen. A kinse Isa Mustafa po pshton edhe pse ky ka pas smundje kogja te rend qe shkoj mu sheru ne gjermani. Ku me ju besu ktynve tani?;0;Saturday, July 18, 2020 3:42am GMT;Friday, July 17, 2020 3:16pm GMT;6;103;95;0;0;2;0
7516;Lab ao rren ??;0;Friday, July 17, 2020 11:19pm GMT;Friday, July 17, 2020 3:16pm GMT;6;103;95;0;0;2;0
